category,food_name,calories_kcal_per_100g,fat_g_per_100g,carbs_g_per_100g
"YTJ3BXF4K7","童子鸡(熟)","226","18.1","0"
"YTJ3BXF4K7","乌骨鸡","111","2.3","0.3"
"YTJ3BXF4K7","乌鱼蛋","66","1.1","0"
"YTJ3BXF4K7","虾米","198","2.6","0"
"YTJ3BXF4K7","虾皮","153","2.2","2.5"
"YTJ3BXF4K7","鲜得味 金枪鱼罐头(纯黄豆油浸)","190.72","12","0"
"YTJ3BXF4K7","鲜得味金枪鱼罐头(广东风味)","125.47","4.1","0"
"YTJ3BXF4K7","鲜得味金枪鱼罐头(香辣)","133.36","5","0"
"YTJ3BXF4K7","鲜得味香辣金枪鱼","200.76","11","11"
"YTJ3BXF4K7","小龙虾","93","3.8","0"
"YTJ3BXF4K7","小胖子 金枪鱼(辣味)","243.1","18.3","5.8"
"YTJ3BXF4K7","蟹肉","62","1.2","1.1"
"YTJ3BXF4K7","蟹肉棒","123","0.6","20.5"
"YTJ3BXF4K7","鳕鱼(烤)","96","1.2","0"
"YTJ3BXF4K7","鸭肠","129","7.8","0.4"
"YTJ3BXF4K7","鸭肝","128","7.5","0.5"
"YTJ3BXF4K7","鸭心","143","8.9","2.9"
"YTJ3BXF4K7","鸭胸脯肉","90","1.5","4"
"YTJ3BXF4K7","鸭肫(公麻鸭)","112","1.2","5.4"
"YTJ3BXF4K7","鱼排","160","2.4","24.5"
"YTJ3BXF4K7","远洋 哥本优先水浸金枪鱼","122.56","4.1","2.3"
"YTJ3BXF4K7","杂色蛤蜊","53","2.2","0.7"
"YTJ3BXF4K7","章鱼","135","0.4","14"
"YTJ3BXF4K7","长毛对虾","90","0.4","3"
"YTJ3BXF4K7","B+F 矿泉水浸吞拿鱼","100","1","0"
"YTJ3BXF4K7","nautilus橄榄油浸金枪鱼","191.77","9.53","0"
"YTJ3BXF4K7","SR金枪鱼罐头(番茄味)","125","5.2","2.7"
